indice,codibge, uf, pop, cifpm, part_uf
413,293340,BA,"9,504",0.6,0.113037%
414,293345,BA,"13,089",0.8,0.150716%
415,293350,BA,"23,046",1.2,0.226074%
416,293360,BA,"48,100",2.0,0.376790%
2,230015,CE,"16,011",1.0,0.380228%
3,230020,CE,"60,137",2.2,0.836502%
4,230030,CE,"52,661",2.2,0.836502%
5,230040,CE,"16,784",1.0,0.380228%
6,230050,CE,"11,171",0.8,0.304183%
7,230060,CE,"7,196",0.6,0.228137%
8,230070,CE,"16,767",1.0,0.380228%
9,230075,CE,"41,227",1.8,0.684411%
10,230080,CE,"7,172",0.6,0.228137%
11,230090,CE,"14,397",1.0,0.380228%
12,230100,CE,"76,186",2.6,0.988593%
13,230110,CE,"71,749",2.6,0.988593%
14,230120,CE,"25,988",1.4,0.532319%
15,230125,CE,"10,723",0.8,0.304183%
16,230130,CE,"21,170",1.2,0.456274%
17,230140,CE,"11,482",0.8,0.304183%
18,230150,CE,"7,766",0.6,0.228137%
19,230160,CE,"22,988",1.2,0.456274%
20,230170,CE,"24,716",1.4,0.532319%
21,230180,CE,"6,165",0.6,0.228137%
22,230185,CE,"17,775",1.2,0.456274%
23,230190,CE,"57,818",2.2,0.836502%
24,230195,CE,"20,371",1.2,0.456274%
25,230200,CE,"22,104",1.2,0.456274%
26,230205,CE,"14,771",1.0,0.380228%
27,230210,CE,"34,512",1.6,0.608365%
28,230220,CE,"51,442",2.2,0.836502%
29,230230,CE,"31,804",1.6,0.608365%
30,230240,CE,"53,608",2.2,0.836502%
31,230250,CE,"47,218",2.0,0.760456%
32,230260,CE,"61,918",2.4,0.912548%
33,230270,CE,"27,030",1.4,0.532319%
34,230280,CE,"76,439",2.6,0.988593%
35,230290,CE,"17,470",1.2,0.456274%
36,230300,CE,"21,236",1.2,0.456274%
37,230310,CE,"18,629",1.2,0.456274%
38,230320,CE,"26,821",1.4,0.532319%
39,230330,CE,"18,815",1.2,0.456274%
40,230340,CE,"17,282",1.2,0.456274%
41,230350,CE,"68,926",2.4,0.912548%
42,230360,CE,"19,676",1.2,0.456274%
43,230365,CE,"10,218",0.8,0.304183%
44,230370,CE,"344,936",4.0,1.520913%
45,230380,CE,"24,958",1.4,0.532319%
46,230390,CE,"12,865",0.8,0.304183%
47,230393,CE,"13,195",0.8,0.304183%
48,230395,CE,"19,187",1.2,0.456274%
49,230400,CE,"22,653",1.2,0.456274%
50,230410,CE,"74,103",2.6,0.988593%
51,230420,CE,"126,591",3.4,1.292776%
52,230423,CE,"17,569",1.2,0.456274%
53,230425,CE,"23,344",1.2,0.456274%
54,230426,CE,"9,360",0.6,0.228137%
55,230427,CE,"7,041",0.6,0.228137%
56,230428,CE,"49,455",2.0,0.760456%
57,230430,CE,"19,015",1.2,0.456274%
58,230435,CE,"22,998",1.2,0.456274%
59,230445,CE,"15,603",1.0,0.380228%
60,230450,CE,"13,402",0.8,0.304183%
61,230460,CE,"6,591",0.6,0.228137%
62,230465,CE,"15,281",1.0,0.380228%
63,230470,CE,"53,435",2.2,0.836502%
64,230480,CE,"4,569",0.6,0.228137%
65,230490,CE,"10,668",0.8,0.304183%
66,230495,CE,"25,310",1.4,0.532319%
67,230500,CE,"38,832",1.8,0.684411%
68,230510,CE,"3,909",0.6,0.228137%
69,230520,CE,"19,882",1.2,0.456274%
70,230523,CE,"60,584",2.2,0.836502%
71,230526,CE,"13,155",0.8,0.304183%
72,230530,CE,"24,458",1.4,0.532319%
73,230533,CE,"11,890",0.8,0.304183%
74,230535,CE,"19,129",1.2,0.456274%
75,230540,CE,"66,885",2.4,0.912548%
76,230550,CE,"100,053",3.0,1.140673%
77,230560,CE,"25,946",1.4,0.532319%
78,230565,CE,"11,500",0.8,0.304183%
79,230570,CE,"12,256",0.8,0.304183%
80,230580,CE,"41,190",1.8,0.684411%
81,230590,CE,"38,159",1.8,0.684411%
82,230600,CE,"14,011",1.0,0.380228%
83,230610,CE,"23,202",1.2,0.456274%
84,230620,CE,"7,567",0.6,0.228137%
85,230625,CE,"37,705",1.8,0.684411%
86,230630,CE,"50,211",2.0,0.760456%
87,230640,CE,"122,220",3.4,1.292776%
88,230650,CE,"19,409",1.2,0.456274%
89,230655,CE,"39,494",1.8,0.684411%
90,230660,CE,"19,861",1.2,0.456274%
91,230670,CE,"18,040",1.2,0.456274%
92,230680,CE,"10,892",0.8,0.304183%
93,230690,CE,"34,683",1.6,0.608365%
94,230700,CE,"33,174",1.6,0.608365%
95,230710,CE,"27,067",1.4,0.532319%
96,230720,CE,"7,764",0.6,0.228137%
97,230725,CE,"18,292",1.2,0.456274%
98,230730,CE,"261,289",4.0,1.520913%
99,230740,CE,"24,351",1.4,0.532319%
100,230750,CE,"31,435",1.6,0.608365%
101,230760,CE,"57,372",2.2,0.836502%
102,230763,CE,"19,017",1.2,0.456274%
103,230765,CE,"217,922",4.0,1.520913%
104,230770,CE,"120,405",3.4,1.292776%
105,230780,CE,"25,944",1.4,0.532319%
106,230790,CE,"10,693",0.8,0.304183%
107,230800,CE,"36,854",1.6,0.608365%
108,230810,CE,"45,640",2.0,0.760456%
109,230820,CE,"14,377",1.0,0.380228%
110,230830,CE,"28,487",1.4,0.532319%
111,230835,CE,"13,207",0.8,0.304183%
112,230837,CE,"13,259",0.8,0.304183%
113,230840,CE,"35,056",1.6,0.608365%
114,230850,CE,"43,493",1.8,0.684411%
115,230860,CE,"16,984",1.2,0.456274%
116,230870,CE,"62,287",2.4,0.912548%
117,230880,CE,"8,393",0.6,0.228137%
118,230890,CE,"21,561",1.2,0.456274%
119,230900,CE,"14,335",1.0,0.380228%
120,230910,CE,"12,196",0.8,0.304183%
121,230920,CE,"14,908",1.0,0.380228%
122,230930,CE,"31,692",1.6,0.608365%
123,230940,CE,"28,075",1.4,0.532319%
124,230945,CE,"24,829",1.4,0.532319%
125,230950,CE,"21,503",1.2,0.456274%
126,230960,CE,"66,510",2.4,0.912548%
127,230970,CE,"77,723",2.6,0.988593%
128,230980,CE,"11,857",0.8,0.304183%
129,230990,CE,"6,131",0.6,0.228137%
130,231000,CE,"9,126",0.6,0.228137%
131,231010,CE,"12,624",0.8,0.304183%
132,231020,CE,"32,919",1.6,0.608365%
133,231025,CE,"31,413",1.6,0.608365%
134,231030,CE,"31,462",1.6,0.608365%
135,231040,CE,"11,517",0.8,0.304183%
136,231050,CE,"42,643",1.8,0.684411%
137,231060,CE,"8,666",0.6,0.228137%
138,231070,CE,"36,442",1.6,0.608365%
139,231080,CE,"16,063",1.0,0.380228%
140,231085,CE,"19,733",1.2,0.456274%
141,231090,CE,"16,169",1.0,0.380228%
142,231095,CE,"10,556",0.8,0.304183%
143,231100,CE,"12,203",0.8,0.304183%
144,231110,CE,"15,108",1.0,0.380228%
145,231120,CE,"10,651",0.8,0.304183%
146,231123,CE,"6,278",0.6,0.228137%
147,231126,CE,"20,505",1.2,0.456274%
148,231130,CE,"83,990",2.8,1.064629%
149,231135,CE,"15,046",1.0,0.380228%
150,231140,CE,"75,565",2.6,0.988593%
151,231150,CE,"21,241",1.2,0.456274%
152,231160,CE,"27,088",1.4,0.532319%
153,231170,CE,"19,281",1.2,0.456274%
154,231180,CE,"73,436",2.6,0.988593%
155,231190,CE,"15,835",1.0,0.380228%
156,231195,CE,"15,976",1.0,0.380228%
157,231220,CE,"43,358",1.8,0.684411%
158,231200,CE,"31,133",1.6,0.608365%
159,231210,CE,"17,445",1.2,0.456274%
160,231230,CE,"45,653",2.0,0.760456%
161,231240,CE,"46,247",2.0,0.760456%
162,231250,CE,"7,829",0.6,0.228137%
163,231260,CE,"12,663",0.8,0.304183%
164,231270,CE,"26,656",1.4,0.532319%
165,231280,CE,"7,210",0.6,0.228137%
166,231290,CE,"197,663",4.0,1.520913%
167,231300,CE,"18,025",1.2,0.456274%
168,231310,CE,"30,018",1.4,0.532319%
169,231320,CE,"25,675",1.4,0.532319%
170,231325,CE,"8,949",0.6,0.228137%
171,231330,CE,"57,246",2.2,0.836502%
172,231335,CE,"18,083",1.2,0.456274%
173,231340,CE,"72,110",2.6,0.988593%
174,231350,CE,"53,561",2.2,0.836502%
175,231355,CE,"15,224",1.0,0.380228%
176,231360,CE,"33,205",1.6,0.608365%
177,231370,CE,"7,660",0.6,0.228137%
178,231375,CE,"19,349",1.2,0.456274%
179,231380,CE,"20,768",1.2,0.456274%
180,231390,CE,"13,348",0.8,0.304183%
181,231395,CE,"18,024",1.2,0.456274%
182,231400,CE,"39,651",1.8,0.684411%
183,231410,CE,"57,719",2.2,0.836502%
2,320016,ES,"12,164",0.8,0.736648%
3,320013,ES,"10,045",0.6,0.552486%
4,320020,ES,"32,267",1.6,1.473297%
5,320030,ES,"14,859",1.0,0.920810%
6,320035,ES,"7,841",0.6,0.552486%
7,320040,ES,"26,658",1.4,1.289134%
8,320050,ES,"7,916",0.6,0.552486%
9,320060,ES,"91,562",2.8,2.578273%
10,320070,ES,"10,862",0.8,0.736648%
11,320080,ES,"31,126",1.6,1.473297%
12,320090,ES,"43,882",1.8,1.657459%
13,320100,ES,"15,169",1.0,0.920810%
14,320110,ES,"10,095",0.6,0.552486%
15,320115,ES,"12,669",0.8,0.736648%
16,320120,ES,"205,213",4.0,3.683241%
17,320130,ES,"375,974",4.0,3.683241%
18,320140,ES,"37,331",1.6,1.473297%
19,320150,ES,"120,677",3.4,3.130755%
20,320160,ES,"30,659",1.6,1.473297%
21,320170,ES,"12,579",0.8,0.736648%
22,320180,ES,"4,688",0.6,0.552486%
23,320190,ES,"34,059",1.6,1.473297%
24,320200,ES,"6,827",0.6,0.552486%
25,320210,ES,"24,327",1.4,1.289134%
26,320220,ES,"19,177",1.2,1.104972%
27,320225,ES,"11,953",0.8,0.736648%
28,320230,ES,"30,144",1.4,1.289134%
29,320240,ES,"116,278",3.4,3.130755%
30,320245,ES,"24,575",1.4,1.289134%
31,320250,ES,"12,124",0.8,0.736648%
32,320255,ES,"9,400",0.6,0.552486%
33,320260,ES,"13,548",0.8,0.736648%
34,320265,ES,"12,798",0.8,0.736648%
35,320270,ES,"14,844",1.0,0.920810%
36,320280,ES,"33,610",1.6,1.473297%
37,320290,ES,"11,349",0.8,0.736648%
38,320300,ES,"29,258",1.4,1.289134%
39,320305,ES,"27,599",1.4,1.289134%
40,320310,ES,"11,707",0.8,0.736648%
41,320313,ES,"16,869",1.0,0.920810%
42,320316,ES,"11,418",0.8,0.736648%
43,320320,ES,"157,814",4.0,3.683241%
44,320330,ES,"14,808",1.0,0.920810%
45,320332,ES,"37,140",1.6,1.473297%
46,320334,ES,"15,689",1.0,0.920810%
47,320335,ES,"12,092",0.8,0.736648%
48,320340,ES,"27,309",1.4,1.289134%
49,320350,ES,"19,049",1.2,1.104972%
50,320360,ES,"5,909",0.6,0.552486%
51,320370,ES,"19,081",1.2,1.104972%
52,320380,ES,"15,438",1.0,0.920810%
53,320390,ES,"49,564",2.0,1.841625%
54,320400,ES,"23,125",1.2,1.104972%
55,320405,ES,"25,700",1.4,1.289134%
56,320410,ES,"26,023",1.4,1.289134%
57,320420,ES,"20,082",1.2,1.104972%
58,320425,ES,"7,590",0.6,0.552486%
59,320430,ES,"11,130",0.8,0.736648%
60,320435,ES,"18,892",1.2,1.104972%
61,320440,ES,"11,993",0.8,0.736648%
62,320450,ES,"12,881",0.8,0.736648%
63,320455,ES,"37,720",1.8,1.657459%
64,320460,ES,"23,432",1.2,1.104972%
65,320465,ES,"8,595",0.6,0.552486%
66,320470,ES,"35,232",1.6,1.473297%
67,320480,ES,"10,987",0.8,0.736648%
68,320490,ES,"120,725",3.4,3.130755%
69,320495,ES,"12,179",0.8,0.736648%
70,320500,ES,"467,318",4.0,3.683241%
71,320501,ES,"26,843",1.4,1.289134%
72,320503,ES,"20,744",1.2,1.104972%
73,320506,ES,"22,873",1.2,1.104972%
74,320510,ES,"72,115",2.6,2.394111%
75,320515,ES,"9,272",0.6,0.552486%
76,320517,ES,"14,614",1.0,0.920810%
77,320520,ES,"458,489",4.0,3.683241%
2,520010,GO,"17,326",1.2,0.497512%
3,520013,GO,"21,366",1.2,0.497512%
4,520015,GO,"2,550",0.6,0.248756%
5,520017,GO,"5,395",0.6,0.248756%
6,520020,GO,"2,021",0.6,0.248756%
7,520025,GO,"177,890",4.0,1.658375%
8,520030,GO,"25,468",1.4,0.580431%
9,520050,GO,"2,089",0.6,0.248756%
10,520055,GO,"5,140",0.6,0.248756%
11,520060,GO,"7,262",0.6,0.248756%
12,520080,GO,"8,448",0.6,0.248756%
13,520082,GO,"3,625",0.6,0.248756%
14,520085,GO,"5,813",0.6,0.248756%
15,520090,GO,"3,570",0.6,0.248756%
16,520110,GO,"357,402",4.0,1.658375%
17,520120,GO,"1,082",0.6,0.248756%
18,520130,GO,"21,195",1.2,0.497512%
19,520140,GO,"500,619",4.0,1.658375%
20,520145,GO,"2,501",0.6,0.248756%
21,520150,GO,"4,008",0.6,0.248756%
22,520160,GO,"3,823",0.6,0.248756%
23,520170,GO,"19,267",1.2,0.497512%
24,520180,GO,"9,108",0.6,0.248756%
25,520215,GO,"7,772",0.6,0.248756%
26,520235,GO,"3,180",0.6,0.248756%
27,520250,GO,"8,335",0.6,0.248756%
28,520260,GO,"3,599",0.6,0.248756%
29,520280,GO,"2,504",0.6,0.248756%
30,520310,GO,"4,197",0.6,0.248756%
31,520320,GO,"9,606",0.6,0.248756%
32,520330,GO,"26,642",1.4,0.580431%
33,520340,GO,"8,752",0.6,0.248756%
34,520350,GO,"22,479",1.2,0.497512%
35,520355,GO,"8,319",0.6,0.248756%
36,520357,GO,"3,838",0.6,0.248756%
37,520360,GO,"3,444",0.6,0.248756%
38,520380,GO,"5,724",0.6,0.248756%
39,520390,GO,"9,395",0.6,0.248756%
40,520393,GO,"2,606",0.6,0.248756%
41,520396,GO,"3,398",0.6,0.248756%
42,520400,GO,"7,717",0.6,0.248756%
43,520410,GO,"11,348",0.8,0.331675%
44,520420,GO,"1,436",0.6,0.248756%
45,520425,GO,"8,414",0.6,0.248756%
46,520430,GO,"14,364",1.0,0.414594%
47,520440,GO,"17,773",1.2,0.497512%
48,520450,GO,"77,899",2.6,1.077957%
49,520455,GO,"3,540",0.6,0.248756%
50,520460,GO,"3,539",0.6,0.248756%
51,520465,GO,"3,745",0.6,0.248756%
52,520470,GO,"11,807",0.8,0.331675%
53,520480,GO,"6,631",0.6,0.248756%
54,520485,GO,"6,821",0.6,0.248756%
55,520490,GO,"19,282",1.2,0.497512%
56,520495,GO,"4,365",0.6,0.248756%
57,520500,GO,"9,470",0.6,0.248756%
58,520505,GO,"3,676",0.6,0.248756%
59,520510,GO,"94,896",3.0,1.243781%
60,520520,GO,"4,910",0.6,0.248756%
61,520530,GO,"9,719",0.6,0.248756%
62,520540,GO,"21,652",1.2,0.497512%
63,520545,GO,"8,026",0.6,0.248756%
64,520547,GO,"8,042",0.6,0.248756%
65,520549,GO,"61,552",2.4,0.995025%
66,520551,GO,"18,623",1.2,0.497512%
67,520552,GO,"3,575",0.6,0.248756%
68,520570,GO,"2,616",0.6,0.248756%
69,520580,GO,"10,829",0.8,0.331675%
70,520590,GO,"8,809",0.6,0.248756%
71,520620,GO,"51,149",2.2,0.912106%
72,520630,GO,"3,016",0.6,0.248756%
73,520640,GO,"16,487",1.0,0.414594%
74,520650,GO,"3,627",0.6,0.248756%
75,520660,GO,"3,010",0.6,0.248756%
76,520670,GO,"3,381",0.6,0.248756%
77,520680,GO,"2,869",0.6,0.248756%
78,520690,GO,"2,119",0.6,0.248756%
79,520710,GO,"2,544",0.6,0.248756%
80,520830,GO,"5,046",0.6,0.248756%
81,520725,GO,"7,938",0.6,0.248756%
82,520735,GO,"3,819",0.6,0.248756%
83,520740,GO,"11,854",0.8,0.331675%
84,520750,GO,"3,393",0.6,0.248756%
85,520753,GO,"7,064",0.6,0.248756%
86,520760,GO,"6,298",0.6,0.248756%
87,520780,GO,"12,342",0.8,0.331675%
88,520790,GO,"13,596",1.0,0.414594%
89,520800,GO,"108,503",3.2,1.326700%
90,520810,GO,"4,835",0.6,0.248756%
91,520815,GO,"3,545",0.6,0.248756%
92,520840,GO,"11,001",0.8,0.331675%
93,520850,GO,"5,491",0.6,0.248756%
94,520860,GO,"63,938",2.4,0.995025%
95,520880,GO,"37,713",1.8,0.746269%
96,520890,GO,"24,793",1.4,0.580431%
97,520910,GO,"33,759",1.6,0.663350%
98,520915,GO,"5,334",0.6,0.248756%
99,520920,GO,"14,397",1.0,0.414594%
100,520929,GO,"2,333",0.6,0.248756%
101,520940,GO,"4,267",0.6,0.248756%
102,520945,GO,"2,221",0.6,0.248756%
103,520960,GO,"3,704",0.6,0.248756%
104,520970,GO,"19,015",1.2,0.497512%
105,520980,GO,"4,006",0.6,0.248756%
106,520990,GO,"13,159",0.8,0.331675%
107,520993,GO,"5,979",0.6,0.248756%
108,520995,GO,"14,560",1.0,0.414594%
109,521000,GO,"50,736",2.0,0.829187%
110,521010,GO,"25,980",1.4,0.580431%
111,521015,GO,"2,930",0.6,0.248756%
112,521020,GO,"32,143",1.6,0.663350%
113,521030,GO,"2,938",0.6,0.248756%
114,521040,GO,"38,324",1.8,0.746269%
115,521056,GO,"4,673",0.6,0.248756%
116,521060,GO,"5,521",0.6,0.248756%
117,521080,GO,"5,050",0.6,0.248756%
118,521090,GO,"20,161",1.2,0.497512%
119,521100,GO,"7,264",0.6,0.248756%
120,521120,GO,"26,695",1.4,0.580431%
121,521130,GO,"6,700",0.6,0.248756%
122,521140,GO,"8,893",0.6,0.248756%
123,521150,GO,"98,484",3.0,1.243781%
124,521160,GO,"2,651",0.6,0.248756%
125,521170,GO,"6,291",0.6,0.248756%
126,521180,GO,"45,291",2.0,0.829187%
127,521190,GO,"93,759",3.0,1.243781%
128,521200,GO,"3,044",0.6,0.248756%
129,521205,GO,"2,411",0.6,0.248756%
130,521210,GO,"7,374",0.6,0.248756%
131,521220,GO,"19,458",1.2,0.497512%
132,521225,GO,"1,377",0.6,0.248756%
133,521230,GO,"8,133",0.6,0.248756%
134,521250,GO,"188,181",4.0,1.658375%
135,521260,GO,"2,433",0.6,0.248756%
136,521270,GO,"7,596",0.6,0.248756%
137,521280,GO,"10,610",0.8,0.331675%
138,521290,GO,"2,169",0.6,0.248756%
139,521295,GO,"4,510",0.6,0.248756%
140,521300,GO,"12,513",0.8,0.331675%
141,521305,GO,"2,730",0.6,0.248756%
142,521308,GO,"31,384",1.6,0.663350%
143,521310,GO,"58,062",2.2,0.912106%
144,521340,GO,"1,744",0.6,0.248756%
145,521350,GO,"8,166",0.6,0.248756%
146,521370,GO,"8,210",0.6,0.248756%
147,521375,GO,"11,611",0.8,0.331675%
148,521377,GO,"4,325",0.6,0.248756%
149,521380,GO,"43,792",1.8,0.746269%
150,521385,GO,"2,387",0.6,0.248756%
151,521390,GO,"4,940",0.6,0.248756%
152,521400,GO,"14,360",1.0,0.414594%
153,521405,GO,"6,180",0.6,0.248756%
154,521410,GO,"3,928",0.6,0.248756%
155,521440,GO,"8,421",0.6,0.248756%
156,521450,GO,"26,364",1.4,0.580431%
157,521460,GO,"44,540",2.0,0.829187%
158,521470,GO,"2,342",0.6,0.248756%
159,521480,GO,"2,155",0.6,0.248756%
160,521483,GO,"12,488",0.8,0.331675%
161,521486,GO,"8,633",0.6,0.248756%
162,521487,GO,"2,926",0.6,0.248756%
163,521490,GO,"3,504",0.6,0.248756%
164,521500,GO,"8,806",0.6,0.248756%
165,521520,GO,"3,445",0.6,0.248756%
166,521523,GO,"103,085",3.2,1.326700%
167,521525,GO,"4,204",0.6,0.248756%
168,521530,GO,"15,024",1.0,0.414594%
169,521540,GO,"4,062",0.6,0.248756%
170,521550,GO,"5,933",0.6,0.248756%
171,521560,GO,"30,059",1.4,0.580431%
172,521565,GO,"3,482",0.6,0.248756%
173,521570,GO,"25,437",1.4,0.580431%
174,521580,GO,"2,407",0.6,0.248756%
175,521590,GO,"3,656",0.6,0.248756%
176,521600,GO,"2,733",0.6,0.248756%
177,521630,GO,"9,593",0.6,0.248756%
178,521640,GO,"11,175",0.8,0.331675%
179,521645,GO,"3,074",0.6,0.248756%
180,521680,GO,"10,545",0.8,0.331675%
181,521690,GO,"2,703",0.6,0.248756%
182,521710,GO,"24,708",1.4,0.580431%
183,521720,GO,"11,314",0.8,0.331675%
184,521730,GO,"24,111",1.4,0.580431%
185,521740,GO,"30,232",1.4,0.580431%
186,521760,GO,"86,014",2.8,1.160875%
187,521770,GO,"17,749",1.2,0.497512%
188,521800,GO,"44,265",2.0,0.829187%
189,521805,GO,"3,577",0.6,0.248756%
190,521810,GO,"3,984",0.6,0.248756%
191,521830,GO,"33,712",1.6,0.663350%
192,521839,GO,"3,401",0.6,0.248756%
193,521850,GO,"46,187",2.0,0.829187%
194,521860,GO,"10,899",0.8,0.331675%
195,521870,GO,"4,747",0.6,0.248756%
196,521878,GO,"3,724",0.6,0.248756%
197,521880,GO,"197,048",4.0,1.658375%
198,521890,GO,"19,661",1.2,0.497512%
199,521900,GO,"7,766",0.6,0.248756%
200,521910,GO,"6,118",0.6,0.248756%
201,521920,GO,"3,144",0.6,0.248756%
202,521925,GO,"5,073",0.6,0.248756%
203,521930,GO,"37,994",1.8,0.746269%
204,521935,GO,"3,814",0.6,0.248756%
205,521940,GO,"7,599",0.6,0.248756%
206,521945,GO,"3,301",0.6,0.248756%
207,521950,GO,"2,823",0.6,0.248756%
208,521960,GO,"3,923",0.6,0.248756%
209,521970,GO,"10,142",0.6,0.248756%
210,521971,GO,"4,644",0.6,0.248756%
211,521973,GO,"5,253",0.6,0.248756%
212,521975,GO,"67,993",2.4,0.995025%
213,521980,GO,"12,016",0.8,0.331675%
214,521990,GO,"6,315",0.6,0.248756%
215,522000,GO,"11,467",0.8,0.331675%
216,522005,GO,"1,649",0.6,0.248756%
217,522010,GO,"31,832",1.6,0.663350%
218,522015,GO,"4,884",0.6,0.248756%
219,522020,GO,"22,773",1.2,0.497512%
220,522026,GO,"3,935",0.6,0.248756%
221,522028,GO,"2,054",0.6,0.248756%
222,522040,GO,"18,493",1.2,0.497512%
223,522045,GO,"95,018",3.0,1.243781%
224,522050,GO,"7,962",0.6,0.248756%
225,522060,GO,"19,976",1.2,0.497512%
226,522068,GO,"6,773",0.6,0.248756%
227,522070,GO,"2,941",0.6,0.248756%
228,522100,GO,"3,628",0.6,0.248756%
229,522108,GO,"3,213",0.6,0.248756%
230,522119,GO,"7,132",0.6,0.248756%
231,522130,GO,"2,895",0.6,0.248756%
232,522140,GO,"113,447",3.2,1.326700%
233,522145,GO,"3,553",0.6,0.248756%
234,522150,GO,"4,897",0.6,0.248756%
235,522155,GO,"4,751",0.6,0.248756%
236,522157,GO,"2,986",0.6,0.248756%
237,522160,GO,"38,854",1.8,0.746269%
238,522170,GO,"14,184",1.0,0.414594%
239,522180,GO,"3,153",0.6,0.248756%
240,522185,GO,"146,694",3.8,1.575469%
241,522190,GO,"3,798",0.6,0.248756%
242,522200,GO,"13,227",0.8,0.331675%
243,522205,GO,"7,933",0.6,0.248756%
244,522220,GO,"5,246",0.6,0.248756%
245,522230,GO,"5,460",0.6,0.248756%
2,210010,MA,"6,197",0.6,0.219619%
3,210015,MA,"12,028",0.8,0.292826%
4,210020,MA,"21,644",1.2,0.439239%
5,210030,MA,"25,177",1.4,0.512445%
6,210040,MA,"11,564",0.8,0.292826%
7,210043,MA,"25,748",1.4,0.512445%
8,210047,MA,"31,253",1.6,0.585652%
9,210050,MA,"10,904",0.8,0.292826%
10,210055,MA,"6,669",0.6,0.219619%
11,210060,MA,"39,544",1.8,0.658858%
12,210070,MA,"26,339",1.4,0.512445%
13,210080,MA,"14,815",1.0,0.366032%
14,210083,MA,"17,474",1.2,0.439239%
15,210087,MA,"14,658",1.0,0.366032%
16,210090,MA,"44,317",2.0,0.732064%
17,210095,MA,"31,867",1.6,0.585652%
18,210100,MA,"28,986",1.4,0.512445%
19,210110,MA,"11,706",0.8,0.292826%
20,210120,MA,"101,851",3.0,1.098093%
21,210125,MA,"15,982",1.0,0.366032%
22,210130,MA,"17,164",1.2,0.439239%
23,210135,MA,"5,440",0.6,0.219619%
24,210140,MA,"89,126",2.8,1.024890%
25,210150,MA,"18,074",1.2,0.439239%
26,210160,MA,"85,022",2.8,1.024890%
27,210170,MA,"58,599",2.2,0.805271%
28,210177,MA,"10,717",0.8,0.292826%
29,210173,MA,"7,105",0.6,0.219619%
30,210180,MA,"5,510",0.6,0.219619%
31,210190,MA,"20,821",1.2,0.439239%
32,210193,MA,"6,176",0.6,0.219619%
33,210197,MA,"8,626",0.6,0.219619%
34,210200,MA,"40,134",1.8,0.658858%
35,210203,MA,"31,320",1.6,0.585652%
36,210207,MA,"15,604",1.0,0.366032%
37,210210,MA,"34,754",1.6,0.585652%
38,210215,MA,"4,591",0.6,0.219619%
39,210220,MA,"27,697",1.4,0.512445%
40,210230,MA,"23,238",1.2,0.439239%
41,210232,MA,"68,626",2.4,0.878477%
42,210235,MA,"15,008",1.0,0.366032%
43,210237,MA,"8,698",0.6,0.219619%
44,210240,MA,"10,822",0.8,0.292826%
45,210250,MA,"18,751",1.2,0.439239%
46,210255,MA,"13,808",1.0,0.366032%
47,210260,MA,"19,426",1.2,0.439239%
48,210270,MA,"21,125",1.2,0.439239%
49,210275,MA,"10,729",0.8,0.292826%
50,210280,MA,"23,939",1.4,0.512445%
51,210290,MA,"22,811",1.2,0.439239%
52,210300,MA,"159,396",4.0,1.464129%
53,210310,MA,"10,414",0.8,0.292826%
54,210312,MA,"8,255",0.6,0.219619%
55,210315,MA,"12,395",0.8,0.292826%
56,210317,MA,"20,382",1.2,0.439239%
57,210320,MA,"76,217",2.6,0.951684%
58,210325,MA,"14,125",1.0,0.366032%
59,210330,MA,"119,641",3.4,1.244505%
60,210340,MA,"47,821",2.0,0.732064%
61,210350,MA,"39,915",1.8,0.658858%
62,210355,MA,"15,313",1.0,0.366032%
63,210360,MA,"63,154",2.4,0.878477%
64,210370,MA,"31,149",1.6,0.585652%
65,210375,MA,"12,646",0.8,0.292826%
66,210380,MA,"22,844",1.2,0.439239%
67,210390,MA,"10,942",0.8,0.292826%
68,210400,MA,"17,460",1.2,0.439239%
69,210405,MA,"38,932",1.8,0.658858%
70,210407,MA,"8,263",0.6,0.219619%
71,210408,MA,"9,783",0.6,0.219619%
72,210409,MA,"18,087",1.2,0.439239%
73,210410,MA,"12,343",0.8,0.292826%
74,210420,MA,"15,212",1.0,0.366032%
75,210430,MA,"11,046",0.8,0.292826%
76,210440,MA,"17,572",1.2,0.439239%
77,210450,MA,"10,466",0.8,0.292826%
78,210455,MA,"17,094",1.2,0.439239%
79,210460,MA,"16,312",1.0,0.366032%
80,210462,MA,"7,532",0.6,0.219619%
81,210465,MA,"10,113",0.6,0.219619%
82,210467,MA,"25,262",1.4,0.512445%
83,210470,MA,"6,151",0.6,0.219619%
84,210480,MA,"65,078",2.4,0.878477%
85,210490,MA,"11,939",0.8,0.292826%
86,210500,MA,"27,364",1.4,0.512445%
87,210510,MA,"26,014",1.4,0.512445%
88,210515,MA,"13,347",0.8,0.292826%
89,210520,MA,"11,431",0.8,0.292826%
90,210530,MA,"251,468",4.0,1.464129%
91,210535,MA,"14,084",1.0,0.366032%
92,210540,MA,"64,951",2.4,0.878477%
93,210542,MA,"25,269",1.4,0.512445%
94,210545,MA,"9,360",0.6,0.219619%
95,210547,MA,"15,899",1.0,0.366032%
96,210550,MA,"23,450",1.2,0.439239%
97,210560,MA,"15,755",1.0,0.366032%
98,210565,MA,"3,653",0.6,0.219619%
99,210570,MA,"48,002",2.0,0.732064%
100,210580,MA,"9,873",0.6,0.219619%
101,210594,MA,"8,775",0.6,0.219619%
102,210590,MA,"15,742",1.0,0.366032%
